CMPD_CHEMBLID,exp,smiles,description
CHEMBL16,2.41,OC1=NC(=O)C(N1)(c2ccccc2)c3ccccc3,"OC1=NC(=O)C(N1)(c2ccccc2)c3ccccc3：This molecule, defined by the chemical formula C15H12N2O2, possesses a molecular weight of 252.27 g/mol. The structural framework incorporates aromatic benzene rings, amide groups. Topological analysis indicates the presence of 3 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.22. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 1.97 and a TPSA of 61.69 Å². It contains 19 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 2 rotatable bonds and a FractionCSP3 of 0.07, while its interaction profile is defined by 2 hydrogen bond donor(s) and 2 acceptor(s).
Diphenylhydantoin (Phenytoin) can cause cancer and developmental toxicity according to an independent committee of scientific and health experts.Phenytoin appears as fine white or almost white crystalline powder. Odorless or almost odorless. Tasteless. (NTP, 1992)Phenytoin is a imidazolidine-2,4-dione that consists of hydantoin bearing two phenyl substituents at position 5. It has a role as an anticonvulsant, a teratogenic agent, a drug allergen and a sodium channel blocker. It is functionally related to a hydantoin.Phenytoin is classified as a hydantoin derivative and despite its narrow therapeutic index, it is one of the most commonly used anticonvulsants. Since it's introduction about 80 years ago, phenytoin has not only been established as an effective anti-epileptic, but has also been investigated for several other indications such as bipolar disorder, retina protection, and wound healing.  Clinicians are advised to initiate therapeutic drug monitoring in patients who require phenytoin since even small deviations from the recommended therapeutic range can lead to suboptimal treatment, or adverse effects. Both parenteral and oral formulations of phenytoin are available on the market.Phenytoin is an Anti-epileptic Agent. The mechanism of action of phenytoin is as a Cytochrome P450 1A2 Inducer, and Cytochrome P450 2B6 Inducer, and Cytochrome P450 2C8 Inducer, and Cytochrome P450 2C19 Inducer, and Cytochrome P450 2D6 Inducer, and Cytochrome P450 3A Inducer, and Cytochrome P450 2C9 Inducer. The physiologic effect of phenytoin is by means of Decreased Central Nervous System Disorganized Electrical Activity.Phenytoin, formerly known as diphenylhydantoin, is a potent anticonvulsant used to treat and prevent generalized grand mal seizures, complex partial seizures and status epilepticus. Phenytoin was formerly the most commonly used anticonvulsant agent but is now declining in use, having been replaced by more modern, better tolerated agents. Phenytoin is an uncommon but well known cause of acute idiosyncratic drug induced liver disease that can be severe and even fatal.Phenytoin is a hydantoin derivative and a non-sedative antiepileptic agent with anticonvulsant activity. Phenytoin potentially acts by promoting sodium efflux from neurons located in the motor cortex reducing post-tetanic potentiation at synapses. The reduction of potentiation prevents cortical seizure foci spreading to adjacent areas, stabilizing the threshold against hyperexcitability. In addition, this agent appears to reduce sensitivity of muscle spindles to stretch causing muscle relaxation.PHENYTOIN is a small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1953 and is indicated for epilepsy and seizure and has 17 investigational indications.An anticonvulsant that is used in a wide variety of seizures. It is also an anti-arrhythmic and a muscle relaxant. The mechanism of therapeutic action is not clear, although several cellular actions have been described including effects on ion channels, active transport, and general membrane stabilization. The mechanism of its muscle relaxant effect appears to involve a reduction in the sensitivity of muscle spindles to stretch. Phenytoin has been proposed for several other therapeutic uses, but its use has been limited by its many adverse effects and interactions with other drugs.An anticonvulsant that is used to treat a wide variety of seizures. It is also an anti-arrhythmic and a muscle relaxant. The mechanism of therapeutic action is not clear, although several cellular actions have been described including effects on ion channels, active transport, and general membrane stabilization. The mechanism of its muscle relaxant effect appears to involve a reduction in the sensitivity of muscle spindles to stretch. Phenytoin has been proposed for several other therapeutic uses, but its use has been limited by its many adverse effects and interactions with other drugs.See also: Mephenytoin (related); Phenytoin Sodium (active moiety of); Fosphenytoin (active moiety of) ... View More ..."
CHEMBL457393,3.14,C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cn4,"C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cn4：This molecule, defined by the chemical formula C17H17F2N7, possesses a molecular weight of 357.37 g/mol. The structural framework incorporates halogen substituents. Topological analysis indicates the presence of 4 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.48. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.67 and a TPSA of 91.41 Å². It contains 26 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 6 rotatable bonds and a FractionCSP3 of 0.29, while its interaction profile is defined by 3 hydrogen bond donor(s) and 6 acceptor(s)."
CHEMBL105984,2.27,CCC[C@@H](CN1CCCC1)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2,"CCC[C@@H](CN1CCCC1)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2：This molecule, defined by the chemical formula C18H26Cl2N2O, possesses a molecular weight of 357.33 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents. Topological analysis indicates the presence of 2 ring system(s), including 1 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.97. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 4.26 and a TPSA of 23.55 Å². It contains 23 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 7 rotatable bonds and a FractionCSP3 of 0.61, while its interaction profile is defined by 0 hydrogen bond donor(s) and 2 acceptor(s)."
CHEMBL1916542,0.93,COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,"COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1：This molecule, defined by the chemical formula C24H29N5O4, possesses a molecular weight of 451.53 g/mol. The structural framework incorporates aromatic benzene rings, ether groups. Topological analysis indicates the presence of 5 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.13. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 1.83 and a TPSA of 90.74 Å². It contains 33 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 7 rotatable bonds and a FractionCSP3 of 0.46, while its interaction profile is defined by 1 hydrogen bond donor(s) and 9 acceptor(s)."
CHEMBL129420,0.7,CCN(CC)C(=O)c1ccc(cc1)C(N2CCNCC2)c3cccc4cccnc34,"CCN(CC)C(=O)c1ccc(cc1)C(N2CCNCC2)c3cccc4cccnc34：This molecule, defined by the chemical formula C25H30N4O, possesses a molecular weight of 402.54 g/mol. The structural framework incorporates aromatic benzene rings, amide groups. Topological analysis indicates the presence of 4 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.74. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.71 and a TPSA of 48.47 Å². It contains 30 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 6 rotatable bonds and a FractionCSP3 of 0.36, while its interaction profile is defined by 1 hydrogen bond donor(s) and 4 acceptor(s).
structure in first source"
CHEMBL1276946,0.2,CC1=C2C(=CC(=O)N1Cc3ccccn3)NN(C2=O)c4ccccc4Cl,"CC1=C2C(=CC(=O)N1Cc3ccccn3)NN(C2=O)c4ccccc4Cl：This molecule, defined by the chemical formula C19H15ClN4O2, possesses a molecular weight of 366.81 g/mol. The structural framework incorporates aromatic benzene rings, halogen substituents. Topological analysis indicates the presence of 4 ring system(s), including 4 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.93. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.89 and a TPSA of 72.68 Å². It contains 26 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 3 rotatable bonds and a FractionCSP3 of 0.11, while its interaction profile is defined by 1 hydrogen bond donor(s) and 5 acceptor(s)."
CHEMBL1916547,-0.65,COc1ccc2N=NC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,"COc1ccc2N=NC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1：This molecule, defined by the chemical formula C23H27N7O4, possesses a molecular weight of 465.51 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, ether groups. Topological analysis indicates the presence of 5 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.13. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 0.78 and a TPSA of 123.5 Å². It contains 34 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 7 rotatable bonds and a FractionCSP3 of 0.43, while its interaction profile is defined by 2 hydrogen bond donor(s) and 10 acceptor(s)."
CHEMBL522460,2.68,Cc1ccccc1CN2CCC(CC2)N3CCC(CC3)N4C(=O)Nc5ccccc45,"Cc1ccccc1CN2CCC(CC2)N3CCC(CC3)N4C(=O)Nc5ccccc45：This molecule, defined by the chemical formula C25H32N4O, possesses a molecular weight of 404.56 g/mol. The structural framework incorporates aromatic benzene rings. Topological analysis indicates the presence of 5 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.16. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.94 and a TPSA of 44.27 Å². It contains 30 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.48, while its interaction profile is defined by 1 hydrogen bond donor(s) and 4 acceptor(s)."
CHEMBL1500992,3.2,O=C(CSc1ccccc1)N2CCN(CC2)c3ccccc3,"O=C(CSc1ccccc1)N2CCN(CC2)c3ccccc3：This molecule, defined by the chemical formula C18H20N2OS, possesses a molecular weight of 312.44 g/mol. The structural framework incorporates aromatic benzene rings, amide groups. Topological analysis indicates the presence of 3 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.48. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.13 and a TPSA of 23.55 Å². It contains 22 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.28, while its interaction profile is defined by 0 hydrogen bond donor(s) and 3 acceptor(s)."
CHEMBL2110791,0.72,CCN(CC)CCCNCc1cc(Cl)c2cccnc2c1O,"CCN(CC)CCCNCc1cc(Cl)c2cccnc2c1O：This molecule, defined by the chemical formula C17H24ClN3O, possesses a molecular weight of 321.85 g/mol. The structural framework incorporates aromatic benzene rings, phenolic hydroxyls, halogen substituents. Topological analysis indicates the presence of 2 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.93. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.42 and a TPSA of 48.39 Å². It contains 22 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 8 rotatable bonds and a FractionCSP3 of 0.47, while its interaction profile is defined by 2 hydrogen bond donor(s) and 4 acceptor(s).
CLAMOXYQUIN is a small molecule drug with a maximum clinical trial phase of III (across all indications) and has 2 investigational indications."
CHEMBL1945034,-0.25,O[C@@H](CNCCc1ccc(CNCCc2ccccn2)cc1)c3ccc(O)c4NC(=O)Sc34,"O[C@@H](CNCCc1ccc(CNCCc2ccccn2)cc1)c3ccc(O)c4NC(=O)Sc34：This molecule, defined by the chemical formula C25H28N4O3S, possesses a molecular weight of 464.59 g/mol. The structural framework incorporates aromatic benzene rings, phenolic hydroxyls. Topological analysis indicates the presence of 4 ring system(s), including 4 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.19. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.89 and a TPSA of 110.27 Å². It contains 33 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 11 rotatable bonds and a FractionCSP3 of 0.28, while its interaction profile is defined by 5 hydrogen bond donor(s) and 7 acceptor(s)."
CHEMBL385563,2.6,Clc1ccc2OCOc2c1Nc3ncnc4cc(OCCN5CCCC5)cc(OC6CCOCC6)c34,"Clc1ccc2OCOc2c1Nc3ncnc4cc(OCCN5CCCC5)cc(OC6CCOCC6)c34：This molecule, defined by the chemical formula C26H29ClN4O5, possesses a molecular weight of 512.99 g/mol. The structural framework incorporates aromatic benzene rings, halogen substituents, ether groups. Topological analysis indicates the presence of 6 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.34. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 4.79 and a TPSA of 87.2 Å². It contains 36 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 8 rotatable bonds and a FractionCSP3 of 0.46, while its interaction profile is defined by 1 hydrogen bond donor(s) and 9 acceptor(s)."
CHEMBL5,-0.1,CCN1C=C(C(=O)O)C(=O)c2ccc(C)nc12,"CCN1C=C(C(=O)O)C(=O)c2ccc(C)nc12：This molecule, defined by the chemical formula C12H12N2O3, possesses a molecular weight of 232.24 g/mol. The structure consists of a complex hydrocarbon-based framework. Topological analysis indicates the presence of 2 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.95. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 1.42 and a TPSA of 72.19 Å². It contains 17 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 2 rotatable bonds and a FractionCSP3 of 0.25, while its interaction profile is defined by 1 hydrogen bond donor(s) and 4 acceptor(s).
Nalidixic Acid can cause cancer according to The National Toxicology Program.Nalidixic acid is a cream-colored powder. (NTP, 1992)Nalidixic acid is a monocarboxylic acid comprising 1,8-naphthyridin-4-one substituted by carboxylic acid, ethyl and methyl groups at positions 3, 1, and 7, respectively. An orally administered antibacterial, it is used in the treatment of lower urinary-tract infections due to Gram-negative bacteria, including the majority of E. coli, Enterobacter, Klebsiella, and Proteus species. It has a role as an antibacterial drug, a DNA synthesis inhibitor and an antimicrobial agent. It is a monocarboxylic acid, a 1,8-naphthyridine derivative and a quinolone antibiotic. It is a conjugate acid of a nalidixic acid anion.Nalidixic acid is a synthetic 1,8-naphthyridine antimicrobial agent with a limited bacteriocidal spectrum. It is an inhibitor of the A subunit of bacterial DNA gyrase.Nalidixic acid has been reported in Phaseolus vulgaris with data available.Nalidixic Acid is a synthetic quinolone and antibacterial agent with urinary tract antiseptic activity. Nalidixic acid concentrates in the renal tubules and bladder and exerts its local antibacterial actions by interference of DNA gyrase activity, thereby inhibiting DNA synthesis during bacterial replication in a dose-dependent manner. Nalidixic acid is active against most gram-negative organisms that cause urinary tract infections.NALIDIXIC ACID is a small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1964 and is indicated for bacterial disease and has 1 investigational indication.A synthetic 1,8-naphthyridine antimicrobial agent with a limited bacteriocidal spectrum. It is an inhibitor of the A subunit of bacterial DNA GYRASE.See also: Oxolinic Acid (related); Gemifloxacin (related); Nalidixate Sodium (narrower) ... View More ..."
CHEMBL163,4.3,CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc3cncs3)Cc4ccccc4,"CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc3cncs3)Cc4ccccc4：This molecule, defined by the chemical formula C37H48N6O5S2, possesses a molecular weight of 720.96 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, ether groups. Topological analysis indicates the presence of 4 ring system(s), including 4 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.46. It contains 4 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 5.91 and a TPSA of 145.78 Å². It contains 50 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 17 rotatable bonds and a FractionCSP3 of 0.43, while its interaction profile is defined by 4 hydrogen bond donor(s) and 9 acceptor(s).
Ritonavir is an L-valine derivative that is L-valinamide in which alpha-amino group has been acylated by a [(2-isopropyl-1,3-thiazol-4-yl)methyl]methylcarbamoyl group and in which a hydrogen of the carboxamide amino group has been replaced by a (2R,4S,5S)-4-hydroxy-1,6-diphenyl-5-{[(1,3-thiazol-5-ylmethoxy)carbonyl]amino}hexan-2-yl group. A CYP3A inhibitor and antiretroviral drug from the protease inhibitor class used to treat HIV infection and AIDS, it is often used as a fixed-dose combination with another protease inhibitor, lopinavir. Also used in combination with dasabuvir sodium hydrate, ombitasvir and paritaprevir (under the trade name Viekira Pak) for treatment of chronic hepatitis C virus genotype 1 infection as well as cirrhosis of the liver. It has a role as an antiviral drug, a HIV protease inhibitor, an environmental contaminant and a xenobiotic. It is a member of 1,3-thiazoles, a L-valine derivative, a carbamate ester, a member of ureas and a carboxamide.Ritonavir (brand name: Norvir) is a prescription medicine approved by the U.S. Food and Drug Administration (FDA) for the treatment of HIV in adults and children. Ritonavir is always used in combination with other HIV medicines.Although ritonavir is FDA-approved for the treatment of HIV infection, it is no longer used for its activity against HIV. Instead, ritonavir (given at low doses) is currently used as a pharmacokinetic enhancer to boost the activity of other HIV medicines.Ritonavir is an HIV protease inhibitor that interferes with the reproductive cycle of HIV. Although it was initially developed as an independent antiviral agent, it has been shown to possess advantageous properties in combination regimens with low-dose ritonavir and other protease inhibitors. It is now more commonly used as a booster of other protease inhibitors and is available in both liquid formulations and as capsules.   While ritonavir is not an active antiviral agent against hepatitis C virus (HCV) infection, it is added in combination therapies indicated for the treatment of HCV infections as a booster. Ritonavir is a potent CYP3A inhibitor that increases peak and trough plasma drug concentrations of other protease inhibitors such as [DB09297] and overall drug exposure. American Association for the Study of Liver Diseases (AASLD) and the Infectious Diseases Society of America (IDSA) guidelines recommend ritonavir-boosted combination therapies as first-line therapy for HCV Genotype 1a/b and 4 treatment-naïve patients with or without cirrhosis.   Ritonavir is found in a fixed-dose combination product with [DB09296], [DB09183], and [DB09297] as the FDA-approved product Viekira Pak. First approved in December 2014, Viekira Pak is indicated for the treatment of HCV genotype 1b without cirrhosis or with compensated cirrhosis, and when combined with Ribavirin for the treatment of HCV genotype 1a without cirrhosis or with compensated cirrhosis.  Ritonavir is also available as a fixed-dose combination product with [DB09296] and [DB09297] as the FDA- and Health Canada-approved product Technivie. First approved in July 2015, Technivie is indicated in combination with Ribavirin for the treatment of patients with genotype 4 chronic hepatitis C virus (HCV) infection without cirrhosis or with compensated cirrhosis.  In Canada, ritonavir is also available as a fixed-dose combination product with [DB09296], [DB09183], and [DB09297] as the Health Canada-approved, commercially available product Holkira Pak. First approved in January 2015, Holkira Pak is indicated for the treatment of HCV genotype 1b with or without cirrhosis, and when combined with Ribavirin for the treatment of HCV genotype 1a with or without cirrhosis. The inclusion of ritonavir can select for HIV-1 protease inhibitor resistance-associated substitutions. Any HCV/HIV-1 co-infected patients treated with ritonavir-containing combination therapies should also be on a suppressive antiretroviral drug regimen to reduce the risk of HIV-1 protease inhibitor drug resistance.  Ritonavir is combined with other drugs to treat coronavirus disease 2019 (COVID-19) in patients at risk for progressing into a severe form of the disease, such as [nirmatrelvir].Ritonavir is a Cytochrome P450 3A Inhibitor and Protease Inhibitor. The mechanism of action of ritonavir is as a HIV Protease Inhibitor and Cytochrome P450 3A Inhibitor and Cytochrome P450 2D6 Inhibitor and Cytochrome P450 2C19 Inducer and Cytochrome P450 3A Inducer and P-Glycoprotein Inhibitor and Breast Cancer Resistance Protein Inhibitor and Cytochrome P450 3A4 Inhibitor and Cytochrome P450 1A2 Inducer and Cytochrome P450 2C9 Inducer and Cytochrome P450 2B6 Inducer and UDP Glucuronosyltransferases Inducer.Ritonavir is an antiretroviral protease inhibitor that is widely used in combination with other protease inhibitors in the therapy and prevention of human immunodeficiency virus (HIV) infection and the acquired immunodeficiency syndrome (AIDS). Ritonavir can cause transient and usually asymptomatic elevations in serum aminotransferase levels and, rarely, can lead to clinically apparent acute liver injury. In HBV or HCV coinfected patients, highly active antiretroviral therapy with ritonavir may result of an exacerbation of the underlying chronic hepatitis B or C.Ritonavir is a peptidomimetic agent that inhibits both HIV-1 and HIV-2 proteases. Ritonavir is highly inhibited by serum proteins but boosts the effect of other HIV proteases by blocking their degradation by cytochrome P450.RITONAVIR is a small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1996 and has 5 approved and 29 investigational indications. This drug has a black box warning from the FDA.An HIV protease inhibitor that works by interfering with the reproductive cycle of HIV. It also inhibits CYTOCHROME P-450 CYP3A.See also: Nirmatrelvir; ritonavir (component of)."
